1977;IV/28.282: The Distillers Company Limited, Conditions of Sale and Price Terms;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31978D0163&from=EN;
1977;IV/29.151 - Video cassette recorders;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31978D0156&from=EN;
1977;IV/29.132 - Hugin/Liptons;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31978D0068&from=EN;
1977;3;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31978D0024&from=EN;
1977;IV/28.948 - Cauliflowers;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31978D0066&from=EN;
1977;IV/147 - (Only the Dutch text is authentic;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31978D0059&from=EN;
1977;IV/29.428: GEC-Weir Sodium Circulators;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31977D0781&from=EN;
1977;IV/417-BPICA;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31977D0722&from=EN;
1977;IV/312-366 - COBELPA/VNP;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31977D0592&from=EN;
1977;IV/27.093: De Laval-Stork;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31977D0543&from=EN;
1977;IV/28.841 - ABG/Oil companies operating in the Netherlands;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31977D0327&from=EN;
1977;IV/27.442 - Vacuum Interrupters Ltd;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31977D0160&from=EN;
1978;IV/29.430 - Kawasaki;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31979D0068&from=EN;
1978;IV/29.535 - white lead;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31979D0090&from=EN;
1978;IV/93 - EMO;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31979D0037&from=EN;
1978;IV/1.576 - Zanussi;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31978D0922&from=EN;
1978;IV/29.133 - WANO Schwarzpulver;http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31978D0921&from=EN;
